town,year,week,value
嘉義縣大林鎮,2016,11,19.83
嘉義縣太保市,2016,11,18.0
嘉義縣布袋鎮,2016,11,17.67
嘉義縣新港鄉,2016,11,15.33
嘉義縣朴子市,2016,11,15.0
嘉義縣東石鄉,2016,11,15.29
嘉義縣梅山鄉,2016,11,22.0
嘉義縣民雄鄉,2016,11,19.86
嘉義縣水上鄉,2016,11,22.6
嘉義縣溪口鄉,2016,11,17.0
嘉義縣番路鄉,2016,11,21.5
嘉義縣竹崎鄉,2016,11,22.12
嘉義縣義竹鄉,2016,11,19.0
嘉義縣鹿草鄉,2016,11,17.83
基隆市七堵區,2016,11,19.33
基隆市仁愛區,2016,11,17.0
基隆市信義區,2016,11,17.0
基隆市安樂區,2016,11,12.0
基隆市暖暖區,2016,11,18.5
宜蘭縣三星鄉,2016,11,13.67
宜蘭縣五結鄉,2016,11,11.5
宜蘭縣冬山鄉,2016,11,11.5
宜蘭縣南澳鄉,2016,11,14.61
宜蘭縣員山鄉,2016,11,14.1
宜蘭縣壯圍鄉,2016,11,11.33
宜蘭縣大同鄉,2016,11,17.85
宜蘭縣宜蘭市,2016,11,10.0
宜蘭縣礁溪鄉,2016,11,13.0
宜蘭縣蘇澳鎮,2016,11,12.5
宜蘭縣頭城鎮,2016,11,19.86
屏東縣三地門鄉,2016,11,18.69
屏東縣九如鄉,2016,11,21.0
屏東縣佳冬鄉,2016,11,20.0
屏東縣來義鄉,2016,11,18.62
屏東縣內埔鄉,2016,11,20.62
屏東縣南州鄉,2016,11,20.0
屏東縣屏東市,2016,11,20.86
屏東縣崁頂鄉,2016,11,20.0
屏東縣恆春鎮,2016,11,3.17
屏東縣新園鄉,2016,11,25.0
屏東縣新埤鄉,2016,11,16.43
屏東縣春日鄉,2016,11,20.18
屏東縣東港鎮,2016,11,23.33
屏東縣枋寮鄉,2016,11,20.0
屏東縣枋山鄉,2016,11,19.5
屏東縣林邊鄉,2016,11,21.5
屏東縣泰武鄉,2016,11,18.6
屏東縣滿州鄉,2016,11,4.07
屏東縣潮州鎮,2016,11,15.67
屏東縣牡丹鄉,2016,11,9.69
屏東縣獅子鄉,2016,11,16.96
屏東縣琉球鄉,2016,11,26.0
屏東縣瑪家鄉,2016,11,20.8
屏東縣竹田鄉,2016,11,19.67
屏東縣萬丹鄉,2016,11,24.67
屏東縣萬巒鄉,2016,11,17.67
屏東縣車城鄉,2016,11,5.33
屏東縣里港鄉,2016,11,16.67
屏東縣長治鄉,2016,11,20.5
屏東縣霧臺鄉,2016,11,20.0
屏東縣高樹鄉,2016,11,16.0
屏東縣鹽埔鄉,2016,11,20.5
屏東縣麟洛鄉,2016,11,20.5
彰化縣二林鎮,2016,11,15.0
彰化縣二水鄉,2016,11,23.0
彰化縣伸港鄉,2016,11,19.25
彰化縣北斗鎮,2016,11,20.0
彰化縣和美鎮,2016,11,21.75
彰化縣員林市,2016,11,24.0
彰化縣埔心鄉,2016,11,22.0
彰化縣埔鹽鄉,2016,11,18.25
彰化縣埤頭鄉,2016,11,16.0
彰化縣大城鄉,2016,11,15.44
彰化縣大村鄉,2016,11,23.25
彰化縣彰化市,2016,11,24.5
彰化縣永靖鄉,2016,11,20.0
彰化縣溪州鄉,2016,11,21.43
彰化縣溪湖鎮,2016,11,17.5
彰化縣田中鎮,2016,11,23.5
彰化縣田尾鄉,2016,11,20.0
彰化縣社頭鄉,2016,11,24.0
彰化縣福興鄉,2016,11,19.62
彰化縣秀水鄉,2016,11,23.5
彰化縣竹塘鄉,2016,11,16.0
彰化縣線西鄉,2016,11,19.0
彰化縣芬園鄉,2016,11,25.8
彰化縣花壇鄉,2016,11,24.0
彰化縣芳苑鄉,2016,11,15.92
彰化縣鹿港鎮,2016,11,19.5
新北市三峽區,2016,11,26.93
新北市三芝區,2016,11,9.6
新北市三重區,2016,11,43.0
新北市中和區,2016,11,28.5
新北市五股區,2016,11,30.0
新北市八里區,2016,11,22.5
新北市土城區,2016,11,27.0
新北市坪林區,2016,11,23.1
新北市平溪區,2016,11,21.62
新北市新店區,2016,11,26.5
新北市新莊區,2016,11,29.33
新北市板橋區,2016,11,30.0
新北市林口區,2016,11,21.33
新北市樹林區,2016,11,27.67
新北市永和區,2016,11,28.0
新北市汐止區,2016,11,23.57
新北市淡水區,2016,11,16.67
新北市深坑區,2016,11,27.0
新北市烏來區,2016,11,25.22
新北市瑞芳區,2016,11,18.33
新北市石碇區,2016,11,25.92
新北市石門區,2016,11,16.2
新北市萬里區,2016,11,11.17
新北市蘆洲區,2016,11,32.0
新北市貢寮區,2016,11,20.8
新北市金山區,2016,11,14.75
新北市雙溪區,2016,11,20.85
新北市鶯歌區,2016,11,25.0
新竹市北區,2016,11,23.0
新竹市東區,2016,11,23.0
新竹市香山區,2016,11,22.8
新竹縣五峰鄉,2016,11,19.0
新竹縣北埔鄉,2016,11,17.5
新竹縣寶山鄉,2016,11,21.17
新竹縣尖石鄉,2016,11,21.4
新竹縣峨眉鄉,2016,11,19.4
新竹縣新埔鎮,2016,11,19.0
新竹縣新豐鄉,2016,11,18.4
新竹縣橫山鄉,2016,11,17.83
新竹縣湖口鄉,2016,11,17.5
新竹縣竹北市,2016,11,21.8
新竹縣竹東鎮,2016,11,17.17
新竹縣芎林鄉,2016,11,17.0
新竹縣關西鎮,2016,11,20.62
桃園市中壢區,2016,11,28.67
桃園市八德區,2016,11,26.0
桃園市大園區,2016,11,22.62
桃園市大溪區,2016,11,24.27
桃園市平鎮區,2016,11,28.2
桃園市復興區,2016,11,24.86
桃園市新屋區,2016,11,19.14
桃園市桃園區,2016,11,24.25
桃園市楊梅區,2016,11,22.0
桃園市蘆竹區,2016,11,23.14
桃園市觀音區,2016,11,20.0
桃園市龍潭區,2016,11,20.75
桃園市龜山區,2016,11,23.8
臺中市北屯區,2016,11,21.5
臺中市南屯區,2016,11,25.67
臺中市后里區,2016,11,16.5
臺中市外埔區,2016,11,16.8
臺中市大安區,2016,11,19.0
臺中市大甲區,2016,11,17.4
臺中市大肚區,2016,11,22.5
臺中市大里區,2016,11,29.8
臺中市大雅區,2016,11,22.25
臺中市太平區,2016,11,26.0
臺中市新社區,2016,11,19.2
臺中市東勢區,2016,11,18.0
臺中市東區,2016,11,28.0
臺中市梧棲區,2016,11,19.0
臺中市沙鹿區,2016,11,19.25
臺中市清水區,2016,11,19.78
臺中市潭子區,2016,11,20.5
臺中市烏日區,2016,11,26.67
臺中市石岡區,2016,11,17.0
臺中市神岡區,2016,11,19.0
臺中市西區,2016,11,27.0
臺中市西屯區,2016,11,23.25
臺中市豐原區,2016,11,17.0
臺中市霧峰區,2016,11,27.25
臺中市龍井區,2016,11,20.0
臺北市中山區,2016,11,34.0
臺北市中正區,2016,11,31.0
臺北市信義區,2016,11,29.0
臺北市內湖區,2016,11,27.5
臺北市北投區,2016,11,20.5
臺北市南港區,2016,11,27.0
臺北市士林區,2016,11,21.5
臺北市文山區,2016,11,27.0
臺北市松山區,2016,11,30.0
臺北市萬華區,2016,11,33.0
臺南市七股區,2016,11,21.14
臺南市下營區,2016,11,21.33
臺南市中西區,2016,11,23.0
臺南市仁德區,2016,11,24.33
臺南市佳里區,2016,11,20.5
臺南市六甲區,2016,11,21.2
臺南市北區,2016,11,25.0
臺南市北門區,2016,11,19.75
臺南市南化區,2016,11,19.47
臺南市南區,2016,11,24.5
臺南市善化區,2016,11,20.0
臺南市大內區,2016,11,20.67
臺南市學甲區,2016,11,20.5
臺南市安南區,2016,11,20.6
臺南市安定區,2016,11,20.0
臺南市官田區,2016,11,20.75
臺南市將軍區,2016,11,21.0
臺南市山上區,2016,11,20.0
臺南市左鎮區,2016,11,20.0
臺南市後壁區,2016,11,21.43
臺南市新化區,2016,11,20.75
臺南市新市區,2016,11,20.0
臺南市新營區,2016,11,22.0
臺南市東區,2016,11,25.0
臺南市東山區,2016,11,21.3
臺南市柳營區,2016,11,21.86
臺南市楠西區,2016,11,20.45
臺南市歸仁區,2016,11,22.8
臺南市永康區,2016,11,22.0
臺南市玉井區,2016,11,20.14
臺南市白河區,2016,11,21.92
臺南市西港區,2016,11,20.0
臺南市關廟區,2016,11,22.2
臺南市鹽水區,2016,11,21.4
臺南市麻豆區,2016,11,20.5
臺南市龍崎區,2016,11,20.83
臺東縣卑南鄉,2016,11,8.45
臺東縣大武鄉,2016,11,18.6
臺東縣太麻里鄉,2016,11,14.12
臺東縣延平鄉,2016,11,6.86
臺東縣成功鎮,2016,11,5.1
臺東縣東河鄉,2016,11,5.29
臺東縣池上鄉,2016,11,5.0
臺東縣海端鄉,2016,11,5.0
臺東縣綠島鄉,2016,11,6.0
臺東縣臺東市,2016,11,7.0
臺東縣蘭嶼鄉,2016,11,4.6
臺東縣達仁鄉,2016,11,18.6
臺東縣金峰鄉,2016,11,17.36
臺東縣長濱鄉,2016,11,7.42
臺東縣關山鎮,2016,11,5.0
臺東縣鹿野鄉,2016,11,5.17
花蓮縣光復鄉,2016,11,13.33
花蓮縣卓溪鄉,2016,11,8.62
花蓮縣吉安鄉,2016,11,11.0
花蓮縣壽豐鄉,2016,11,11.17
花蓮縣富里鄉,2016,11,5.5
花蓮縣新城鄉,2016,11,11.0
花蓮縣玉里鎮,2016,11,8.64
花蓮縣瑞穗鄉,2016,11,11.92
花蓮縣秀林鄉,2016,11,12.62
花蓮縣花蓮市,2016,11,11.0
花蓮縣萬榮鄉,2016,11,13.9
花蓮縣豐濱鄉,2016,11,11.24
花蓮縣鳳林鎮,2016,11,12.1
苗栗縣三灣鄉,2016,11,21.75
苗栗縣三義鄉,2016,11,13.0
苗栗縣公館鄉,2016,11,20.14
苗栗縣卓蘭鎮,2016,11,15.6
苗栗縣南庄鄉,2016,11,20.75
苗栗縣大湖鄉,2016,11,15.0
苗栗縣後龍鎮,2016,11,21.11
苗栗縣泰安鄉,2016,11,19.0
苗栗縣獅潭鄉,2016,11,20.43
苗栗縣竹南鎮,2016,11,22.0
苗栗縣苑裡鎮,2016,11,14.6
苗栗縣苗栗市,2016,11,21.0
苗栗縣西湖鄉,2016,11,20.75
苗栗縣通霄鎮,2016,11,17.09
苗栗縣造橋鄉,2016,11,21.6
苗栗縣銅鑼鄉,2016,11,15.75
苗栗縣頭份市,2016,11,22.0
苗栗縣頭屋鄉,2016,11,21.0
雲林縣二崙鄉,2016,11,15.4
雲林縣元長鄉,2016,11,15.4
雲林縣北港鎮,2016,11,15.0
雲林縣口湖鄉,2016,11,15.56
雲林縣古坑鄉,2016,11,23.08
雲林縣四湖鄉,2016,11,14.22
雲林縣土庫鎮,2016,11,15.6
雲林縣大埤鄉,2016,11,18.33
雲林縣崙背鄉,2016,11,15.0
雲林縣斗六市,2016,11,23.8
雲林縣斗南鎮,2016,11,21.2
雲林縣東勢鄉,2016,11,14.4
雲林縣林內鄉,2016,11,23.0
雲林縣水林鄉,2016,11,15.0
雲林縣臺西鄉,2016,11,13.67
雲林縣莿桐鄉,2016,11,23.0
雲林縣虎尾鎮,2016,11,18.43
雲林縣褒忠鄉,2016,11,15.0
雲林縣西螺鎮,2016,11,18.75
雲林縣麥寮鄉,2016,11,14.92
高雄市三民區,2016,11,27.0
高雄市仁武區,2016,11,26.33
高雄市內門區,2016,11,16.12
高雄市六龜區,2016,11,16.38
高雄市前金區,2016,11,27.0
高雄市前鎮區,2016,11,33.67
高雄市大寮區,2016,11,27.71
高雄市大樹區,2016,11,23.57
高雄市大社區,2016,11,24.0
高雄市小港區,2016,11,32.6
高雄市岡山區,2016,11,23.2
高雄市左營區,2016,11,26.0
高雄市彌陀區,2016,11,24.0
高雄市旗山區,2016,11,14.73
高雄市旗津區,2016,11,33.0
高雄市杉林區,2016,11,15.5
高雄市林園區,2016,11,24.33
高雄市桃源區,2016,11,18.5
高雄市梓官區,2016,11,23.0
高雄市楠梓區,2016,11,23.25
高雄市橋頭區,2016,11,22.0
高雄市永安區,2016,11,24.33
高雄市湖內區,2016,11,24.0
高雄市燕巢區,2016,11,23.14
高雄市田寮區,2016,11,21.62
高雄市甲仙區,2016,11,18.86
高雄市美濃區,2016,11,11.9
高雄市苓雅區,2016,11,31.0
高雄市茂林區,2016,11,17.0
高雄市茄萣區,2016,11,24.0
高雄市路竹區,2016,11,24.0
高雄市阿蓮區,2016,11,23.0
高雄市鳥松區,2016,11,27.33
高雄市鳳山區,2016,11,29.0
高雄市鼓山區,2016,11,26.67
南投縣中寮鄉,2016,12,20.17
南投縣仁愛鄉,2016,12,14.83
南投縣信義鄉,2016,12,18.0
南投縣南投市,2016,12,21.0
南投縣名間鄉,2016,12,20.25
南投縣國姓鄉,2016,12,17.92
南投縣埔里鎮,2016,12,14.5
南投縣水里鄉,2016,12,18.0
南投縣竹山鎮,2016,12,19.0
南投縣草屯鎮,2016,12,21.12
南投縣集集鎮,2016,12,19.33
南投縣魚池鄉,2016,12,16.29
南投縣鹿谷鄉,2016,12,19.0
嘉義市東區,2016,12,18.5
嘉義市西區,2016,12,18.75
嘉義縣中埔鄉,2016,12,17.8
嘉義縣六腳鄉,2016,12,13.0
嘉義縣大埔鄉,2016,12,17.0
嘉義縣大林鎮,2016,12,16.67
嘉義縣太保市,2016,12,14.71
嘉義縣布袋鎮,2016,12,14.33
嘉義縣新港鄉,2016,12,12.83
嘉義縣朴子市,2016,12,13.0
嘉義縣東石鄉,2016,12,13.0
嘉義縣梅山鄉,2016,12,18.0
嘉義縣民雄鄉,2016,12,16.14
嘉義縣水上鄉,2016,12,17.6
嘉義縣溪口鄉,2016,12,14.25
嘉義縣番路鄉,2016,12,17.25
嘉義縣竹崎鄉,2016,12,18.0
嘉義縣義竹鄉,2016,12,15.44
嘉義縣鹿草鄉,2016,12,14.33
基隆市七堵區,2016,12,19.33
基隆市仁愛區,2016,12,16.0
基隆市信義區,2016,12,16.0
基隆市安樂區,2016,12,13.0
基隆市暖暖區,2016,12,17.0
宜蘭縣三星鄉,2016,12,12.67
宜蘭縣五結鄉,2016,12,11.25
宜蘭縣冬山鄉,2016,12,12.0
宜蘭縣南澳鄉,2016,12,14.43
宜蘭縣員山鄉,2016,12,13.1
宜蘭縣壯圍鄉,2016,12,10.33
宜蘭縣大同鄉,2016,12,16.92
宜蘭縣宜蘭市,2016,12,9.0
宜蘭縣礁溪鄉,2016,12,12.0
宜蘭縣蘇澳鎮,2016,12,12.7
宜蘭縣頭城鎮,2016,12,18.71
屏東縣三地門鄉,2016,12,15.54
屏東縣九如鄉,2016,12,17.25
屏東縣佳冬鄉,2016,12,16.33
屏東縣來義鄉,2016,12,15.38
屏東縣內埔鄉,2016,12,16.88
屏東縣南州鄉,2016,12,16.0
屏東縣屏東市,2016,12,17.0
屏東縣崁頂鄉,2016,12,16.67
屏東縣恆春鎮,2016,12,3.17
屏東縣新園鄉,2016,12,20.33
屏東縣新埤鄉,2016,12,13.71
屏東縣春日鄉,2016,12,16.73
屏東縣東港鎮,2016,12,19.0
屏東縣枋寮鄉,2016,12,16.6
屏東縣枋山鄉,2016,12,16.5
屏東縣林邊鄉,2016,12,17.5
屏東縣泰武鄉,2016,12,15.4
屏東縣滿州鄉,2016,12,3.93
屏東縣潮州鎮,2016,12,13.0
屏東縣牡丹鄉,2016,12,8.38
屏東縣獅子鄉,2016,12,14.09
屏東縣琉球鄉,2016,12,21.0
屏東縣瑪家鄉,2016,12,17.0
屏東縣竹田鄉,2016,12,16.33
屏東縣萬丹鄉,2016,12,20.5
屏東縣萬巒鄉,2016,12,14.67
屏東縣車城鄉,2016,12,5.0
屏東縣里港鄉,2016,12,13.83
屏東縣長治鄉,2016,12,17.0
屏東縣霧臺鄉,2016,12,16.0
屏東縣高樹鄉,2016,12,13.43
屏東縣鹽埔鄉,2016,12,16.67
屏東縣麟洛鄉,2016,12,17.0
彰化縣二林鎮,2016,12,13.12
彰化縣二水鄉,2016,12,19.0
彰化縣伸港鄉,2016,12,18.0
彰化縣北斗鎮,2016,12,17.5
彰化縣和美鎮,2016,12,19.75
彰化縣員林市,2016,12,20.5
彰化縣埔心鄉,2016,12,19.0
彰化縣埔鹽鄉,2016,12,16.25
彰化縣埤頭鄉,2016,12,14.0
彰化縣大城鄉,2016,12,13.44
彰化縣大村鄉,2016,12,20.25
彰化縣彰化市,2016,12,21.75
彰化縣永靖鄉,2016,12,18.0
彰化縣溪州鄉,2016,12,18.0
彰化縣溪湖鎮,2016,12,15.75
彰化縣田中鎮,2016,12,19.5
彰化縣田尾鄉,2016,12,17.0
彰化縣社頭鄉,2016,12,19.75
彰化縣福興鄉,2016,12,17.75
彰化縣秀水鄉,2016,12,21.0
彰化縣竹塘鄉,2016,12,14.0
彰化縣線西鄉,2016,12,17.67
彰化縣芬園鄉,2016,12,22.2
彰化縣花壇鄉,2016,12,21.0
彰化縣芳苑鄉,2016,12,14.0
彰化縣鹿港鎮,2016,12,18.17
新北市三峽區,2016,12,25.07
新北市三芝區,2016,12,9.2
新北市三重區,2016,12,43.0
新北市中和區,2016,12,27.0
新北市五股區,2016,12,27.67
新北市八里區,2016,12,19.75
新北市土城區,2016,12,25.0
新北市坪林區,2016,12,21.8
新北市平溪區,2016,12,20.38
新北市新店區,2016,12,24.8
新北市新莊區,2016,12,26.67
新北市板橋區,2016,12,28.5
新北市林口區,2016,12,19.83
新北市樹林區,2016,12,25.33
新北市永和區,2016,12,27.0
新北市汐止區,2016,12,23.14
新北市淡水區,2016,12,14.33
新北市深坑區,2016,12,26.0
新北市烏來區,2016,12,23.56
新北市瑞芳區,2016,12,16.67
新北市石碇區,2016,12,24.54
新北市石門區,2016,12,15.4
新北市萬里區,2016,12,12.67
新北市蘆洲區,2016,12,30.0
新北市貢寮區,2016,12,19.8
新北市金山區,2016,12,14.75
新北市雙溪區,2016,12,19.77
新北市鶯歌區,2016,12,22.5
新竹市北區,2016,12,20.0
新竹市東區,2016,12,20.0
新竹市香山區,2016,12,20.0
新竹縣五峰鄉,2016,12,18.0
新竹縣北埔鄉,2016,12,16.75
新竹縣寶山鄉,2016,12,19.17
新竹縣尖石鄉,2016,12,19.4
新竹縣峨眉鄉,2016,12,18.2
新竹縣新埔鎮,2016,12,16.5
新竹縣新豐鄉,2016,12,14.4
新竹縣橫山鄉,2016,12,16.83
新竹縣湖口鄉,2016,12,13.75
新竹縣竹北市,2016,12,18.6
新竹縣竹東鎮,2016,12,16.67
新竹縣芎林鄉,2016,12,16.25
新竹縣關西鎮,2016,12,18.54
桃園市中壢區,2016,12,25.67
桃園市八德區,2016,12,23.0
桃園市大園區,2016,12,20.25
桃園市大溪區,2016,12,22.0
桃園市平鎮區,2016,12,25.2
桃園市復興區,2016,12,22.57
桃園市新屋區,2016,12,15.29
桃園市桃園區,2016,12,21.25
桃園市楊梅區,2016,12,18.89
桃園市蘆竹區,2016,12,20.86
桃園市觀音區,2016,12,16.5
桃園市龍潭區,2016,12,18.25
桃園市龜山區,2016,12,21.6
臺中市北屯區,2016,12,19.5
臺中市南屯區,2016,12,23.67
臺中市后里區,2016,12,15.5
臺中市外埔區,2016,12,16.2
臺中市大安區,2016,12,18.33
臺中市大甲區,2016,12,17.0
臺中市大肚區,2016,12,21.25
臺中市大里區,2016,12,25.8
臺中市大雅區,2016,12,21.25
臺中市太平區,2016,12,23.0
臺中市新社區,2016,12,17.8
臺中市東勢區,2016,12,16.86
臺中市東區,2016,12,25.0
臺中市梧棲區,2016,12,19.67
臺中市沙鹿區,2016,12,19.5
臺中市清水區,2016,12,19.67
臺中市潭子區,2016,12,19.0
臺中市烏日區,2016,12,24.0
臺中市石岡區,2016,12,16.0
臺中市神岡區,2016,12,17.33
臺中市西區,2016,12,25.0
臺中市西屯區,2016,12,22.5
臺中市豐原區,2016,12,15.0
臺中市霧峰區,2016,12,23.5
臺中市龍井區,2016,12,19.5
臺北市中山區,2016,12,33.0
臺北市中正區,2016,12,29.0
臺北市信義區,2016,12,28.0
臺北市內湖區,2016,12,26.5
臺北市北投區,2016,12,19.0
臺北市南港區,2016,12,26.0
臺北市士林區,2016,12,20.17
臺北市文山區,2016,12,25.25
臺北市松山區,2016,12,29.0
臺北市萬華區,2016,12,31.0
臺南市七股區,2016,12,17.29
臺南市下營區,2016,12,16.67
臺南市中西區,2016,12,19.0
臺南市仁德區,2016,12,20.33
臺南市佳里區,2016,12,16.75
臺南市六甲區,2016,12,17.0
臺南市北區,2016,12,21.0
臺南市北門區,2016,12,16.0
臺南市南化區,2016,12,15.8
臺南市南區,2016,12,20.5
臺南市善化區,2016,12,15.0
臺南市大內區,2016,12,15.83
臺南市學甲區,2016,12,16.17
臺南市安南區,2016,12,17.2
臺南市安定區,2016,12,16.0
臺南市官田區,2016,12,16.25
臺南市將軍區,2016,12,16.8
臺南市山上區,2016,12,15.5
臺南市左鎮區,2016,12,16.0
臺南市後壁區,2016,12,16.86
臺南市新化區,2016,12,16.75
臺南市新市區,2016,12,15.5
臺南市新營區,2016,12,17.0
臺南市東區,2016,12,21.0
臺南市東山區,2016,12,17.0
臺南市柳營區,2016,12,17.0
臺南市楠西區,2016,12,16.27
臺南市歸仁區,2016,12,18.8
臺南市永康區,2016,12,18.5
臺南市玉井區,2016,12,16.0
臺南市白河區,2016,12,17.31
臺南市西港區,2016,12,16.0
臺南市關廟區,2016,12,18.2
臺南市鹽水區,2016,12,17.0
臺南市麻豆區,2016,12,16.0
臺南市龍崎區,2016,12,17.0
臺東縣卑南鄉,2016,12,8.68
臺東縣大武鄉,2016,12,15.8
臺東縣太麻里鄉,2016,12,12.62
臺東縣延平鄉,2016,12,7.0
臺東縣成功鎮,2016,12,5.4
臺東縣東河鄉,2016,12,5.53
臺東縣池上鄉,2016,12,5.0
臺東縣海端鄉,2016,12,5.0
臺東縣綠島鄉,2016,12,7.0
臺東縣臺東市,2016,12,8.0
臺東縣蘭嶼鄉,2016,12,5.0
臺東縣達仁鄉,2016,12,15.55
臺東縣金峰鄉,2016,12,14.73
臺東縣長濱鄉,2016,12,7.42
臺東縣關山鎮,2016,12,5.0
臺東縣鹿野鄉,2016,12,5.67
花蓮縣光復鄉,2016,12,11.83
花蓮縣卓溪鄉,2016,12,8.23
花蓮縣吉安鄉,2016,12,10.0
花蓮縣壽豐鄉,2016,12,10.06
花蓮縣富里鄉,2016,12,5.67
花蓮縣新城鄉,2016,12,10.0
花蓮縣玉里鎮,2016,12,8.32
花蓮縣瑞穗鄉,2016,12,11.0
花蓮縣秀林鄉,2016,12,11.58
花蓮縣花蓮市,2016,12,10.0
花蓮縣萬榮鄉,2016,12,12.2
花蓮縣豐濱鄉,2016,12,10.29
花蓮縣鳳林鎮,2016,12,11.1
苗栗縣三灣鄉,2016,12,20.0
苗栗縣三義鄉,2016,12,13.0
苗栗縣公館鄉,2016,12,19.14
苗栗縣卓蘭鎮,2016,12,15.0
苗栗縣南庄鄉,2016,12,19.12
苗栗縣大湖鄉,2016,12,15.0
苗栗縣後龍鎮,2016,12,19.89
苗栗縣泰安鄉,2016,12,18.0
苗栗縣獅潭鄉,2016,12,19.29
苗栗縣竹南鎮,2016,12,20.75
苗栗縣苑裡鎮,2016,12,14.4
苗栗縣苗栗市,2016,12,20.0
苗栗縣西湖鄉,2016,12,19.75
苗栗縣通霄鎮,2016,12,16.73
苗栗縣造橋鄉,2016,12,20.0
苗栗縣銅鑼鄉,2016,12,15.5
苗栗縣頭份市,2016,12,20.43
苗栗縣頭屋鄉,2016,12,20.0
雲林縣二崙鄉,2016,12,14.0
雲林縣元長鄉,2016,12,13.0
雲林縣北港鎮,2016,12,13.0
雲林縣口湖鄉,2016,12,12.67
雲林縣古坑鄉,2016,12,19.15
雲林縣四湖鄉,2016,12,11.11
雲林縣土庫鎮,2016,12,13.8
雲林縣大埤鄉,2016,12,15.33
雲林縣崙背鄉,2016,12,14.0
雲林縣斗六市,2016,12,19.9
雲林縣斗南鎮,2016,12,17.6
雲林縣東勢鄉,2016,12,11.6
雲林縣林內鄉,2016,12,19.25
雲林縣水林鄉,2016,12,12.75
雲林縣臺西鄉,2016,12,10.67
雲林縣莿桐鄉,2016,12,19.4
雲林縣虎尾鎮,2016,12,16.14
雲林縣褒忠鄉,2016,12,13.33
雲林縣西螺鎮,2016,12,16.5
雲林縣麥寮鄉,2016,12,12.25
高雄市三民區,2016,12,23.0
高雄市仁武區,2016,12,21.67
高雄市內門區,2016,12,13.25
高雄市六龜區,2016,12,13.54
高雄市前金區,2016,12,21.0
高雄市前鎮區,2016,12,27.0
高雄市大寮區,2016,12,22.86
高雄市大樹區,2016,12,19.43
高雄市大社區,2016,12,20.0
高雄市小港區,2016,12,26.0
高雄市岡山區,2016,12,19.0
高雄市左營區,2016,12,22.0
高雄市彌陀區,2016,12,20.0
高雄市旗山區,2016,12,12.18
高雄市旗津區,2016,12,26.0
高雄市杉林區,2016,12,12.8
高雄市林園區,2016,12,20.0
高雄市桃源區,2016,12,15.5
高雄市梓官區,2016,12,19.0
高雄市楠梓區,2016,12,19.5
高雄市橋頭區,2016,12,18.0
高雄市永安區,2016,12,20.0
高雄市湖內區,2016,12,20.0
高雄市燕巢區,2016,12,19.14
高雄市田寮區,2016,12,17.88
高雄市甲仙區,2016,12,15.43
高雄市美濃區,2016,12,10.0
高雄市苓雅區,2016,12,25.0
高雄市茂林區,2016,12,14.0
高雄市茄萣區,2016,12,20.0
高雄市路竹區,2016,12,19.6
高雄市阿蓮區,2016,12,19.0
高雄市鳥松區,2016,12,22.67
高雄市鳳山區,2016,12,24.0
高雄市鼓山區,2016,12,22.0
南投縣中寮鄉,2016,13,18.33
南投縣仁愛鄉,2016,13,13.33
南投縣信義鄉,2016,13,16.0
南投縣南投市,2016,13,19.0
南投縣名間鄉,2016,13,17.75
南投縣國姓鄉,2016,13,16.33
南投縣埔里鎮,2016,13,13.21
南投縣水里鄉,2016,13,16.17
南投縣竹山鎮,2016,13,15.5
南投縣草屯鎮,2016,13,19.38
南投縣集集鎮,2016,13,17.0
南投縣魚池鄉,2016,13,14.71
南投縣鹿谷鄉,2016,13,16.1
嘉義市東區,2016,13,17.0
嘉義市西區,2016,13,17.0
嘉義縣中埔鄉,2016,13,17.0
嘉義縣六腳鄉,2016,13,13.0
嘉義縣大埔鄉,2016,13,17.0
嘉義縣大林鎮,2016,13,15.5
嘉義縣太保市,2016,13,14.57
嘉義縣布袋鎮,2016,13,15.0
嘉義縣新港鄉,2016,13,13.17
嘉義縣朴子市,2016,13,13.0
嘉義縣東石鄉,2016,13,13.57
嘉義縣梅山鄉,2016,13,16.17
嘉義縣民雄鄉,2016,13,15.57
嘉義縣水上鄉,2016,13,16.8
嘉義縣溪口鄉,2016,13,14.25
嘉義縣番路鄉,2016,13,16.38
嘉義縣竹崎鄉,2016,13,16.38
嘉義縣義竹鄉,2016,13,16.11
嘉義縣鹿草鄉,2016,13,15.0
