town,year,week,value
宜蘭縣南澳鄉,2015,3,33.0
宜蘭縣員山鄉,2015,3,35.2
宜蘭縣壯圍鄉,2015,3,35.67
宜蘭縣大同鄉,2015,3,33.69
宜蘭縣宜蘭市,2015,3,36.0
宜蘭縣礁溪鄉,2015,3,35.62
宜蘭縣蘇澳鎮,2015,3,33.0
宜蘭縣頭城鎮,2015,3,34.57
屏東縣三地門鄉,2015,3,30.38
屏東縣九如鄉,2015,3,29.0
屏東縣佳冬鄉,2015,3,30.0
屏東縣來義鄉,2015,3,30.12
屏東縣內埔鄉,2015,3,29.12
屏東縣南州鄉,2015,3,30.0
屏東縣屏東市,2015,3,29.29
屏東縣崁頂鄉,2015,3,29.67
屏東縣恆春鎮,2015,3,48.67
屏東縣新園鄉,2015,3,28.33
屏東縣新埤鄉,2015,3,30.86
屏東縣春日鄉,2015,3,30.0
屏東縣東港鎮,2015,3,29.33
屏東縣枋寮鄉,2015,3,29.4
屏東縣枋山鄉,2015,3,31.25
屏東縣林邊鄉,2015,3,29.5
屏東縣泰武鄉,2015,3,30.0
屏東縣滿州鄉,2015,3,47.47
屏東縣潮州鎮,2015,3,31.0
屏東縣牡丹鄉,2015,3,41.81
屏東縣獅子鄉,2015,3,34.26
屏東縣琉球鄉,2015,3,28.0
屏東縣瑪家鄉,2015,3,29.0
屏東縣竹田鄉,2015,3,29.33
屏東縣萬丹鄉,2015,3,26.83
屏東縣萬巒鄉,2015,3,30.67
屏東縣車城鄉,2015,3,46.0
屏東縣里港鄉,2015,3,31.17
屏東縣長治鄉,2015,3,29.0
屏東縣霧臺鄉,2015,3,30.0
屏東縣高樹鄉,2015,3,31.71
屏東縣鹽埔鄉,2015,3,29.5
屏東縣麟洛鄉,2015,3,29.0
彰化縣二林鎮,2015,3,34.5
彰化縣二水鄉,2015,3,27.75
彰化縣伸港鄉,2015,3,34.25
彰化縣北斗鎮,2015,3,30.5
彰化縣和美鎮,2015,3,32.25
彰化縣員林市,2015,3,28.0
彰化縣埔心鄉,2015,3,30.0
彰化縣埔鹽鄉,2015,3,33.0
彰化縣埤頭鄉,2015,3,33.2
彰化縣大城鄉,2015,3,34.22
彰化縣大村鄉,2015,3,30.0
彰化縣彰化市,2015,3,30.0
彰化縣永靖鄉,2015,3,31.0
彰化縣溪州鄉,2015,3,29.14
彰化縣溪湖鎮,2015,3,33.0
彰化縣田中鎮,2015,3,27.5
彰化縣田尾鄉,2015,3,31.0
彰化縣社頭鄉,2015,3,27.0
彰化縣福興鄉,2015,3,32.62
彰化縣秀水鄉,2015,3,30.0
彰化縣竹塘鄉,2015,3,32.5
彰化縣線西鄉,2015,3,34.67
彰化縣芬園鄉,2015,3,27.4
彰化縣花壇鄉,2015,3,30.0
彰化縣芳苑鄉,2015,3,34.08
彰化縣鹿港鎮,2015,3,34.0
新北市三峽區,2015,3,33.0
新北市三芝區,2015,3,43.4
新北市三重區,2015,3,28.0
新北市中和區,2015,3,32.0
新北市五股區,2015,3,31.33
新北市八里區,2015,3,36.5
新北市土城區,2015,3,33.67
新北市坪林區,2015,3,33.4
新北市平溪區,2015,3,34.88
新北市新店區,2015,3,33.5
新北市新莊區,2015,3,31.67
新北市板橋區,2015,3,30.0
新北市林口區,2015,3,37.17
新北市樹林區,2015,3,32.67
新北市永和區,2015,3,31.0
新北市汐止區,2015,3,31.29
新北市淡水區,2015,3,39.5
新北市深坑區,2015,3,31.5
新北市烏來區,2015,3,33.22
新北市瑞芳區,2015,3,37.5
新北市石碇區,2015,3,32.31
新北市石門區,2015,3,39.6
新北市萬里區,2015,3,42.17
新北市蘆洲區,2015,3,31.0
新北市貢寮區,2015,3,35.4
新北市金山區,2015,3,40.75
新北市雙溪區,2015,3,35.0
新北市鶯歌區,2015,3,33.0
新竹市北區,2015,3,34.0
新竹市東區,2015,3,34.0
新竹市香山區,2015,3,33.8
新竹縣五峰鄉,2015,3,34.0
新竹縣北埔鄉,2015,3,34.0
新竹縣寶山鄉,2015,3,33.83
新竹縣尖石鄉,2015,3,34.0
新竹縣峨眉鄉,2015,3,33.6
新竹縣新埔鎮,2015,3,35.83
新竹縣新豐鄉,2015,3,37.4
新竹縣橫山鄉,2015,3,34.0
新竹縣湖口鄉,2015,3,37.5
新竹縣竹北市,2015,3,34.6
新竹縣竹東鎮,2015,3,34.0
新竹縣芎林鄉,2015,3,34.0
新竹縣關西鎮,2015,3,34.54
桃園市中壢區,2015,3,29.17
桃園市八德區,2015,3,32.0
桃園市大園區,2015,3,35.62
桃園市大溪區,2015,3,33.36
桃園市平鎮區,2015,3,29.4
桃園市復興區,2015,3,33.29
桃園市新屋區,2015,3,36.43
桃園市桃園區,2015,3,33.0
桃園市楊梅區,2015,3,34.22
桃園市蘆竹區,2015,3,34.86
桃園市觀音區,2015,3,36.1
桃園市龍潭區,2015,3,35.75
桃園市龜山區,2015,3,34.6
臺中市北屯區,2015,3,31.0
臺中市南屯區,2015,3,30.33
臺中市后里區,2015,3,33.83
臺中市外埔區,2015,3,34.8
臺中市大安區,2015,3,34.0
臺中市大甲區,2015,3,34.2
臺中市大肚區,2015,3,32.25
臺中市大里區,2015,3,26.2
臺中市大雅區,2015,3,32.0
臺中市太平區,2015,3,28.5
臺中市新社區,2015,3,32.0
臺中市東勢區,2015,3,33.0
臺中市東區,2015,3,28.0
臺中市梧棲區,2015,3,34.67
臺中市沙鹿區,2015,3,34.75
臺中市清水區,2015,3,34.0
臺中市潭子區,2015,3,31.5
臺中市烏日區,2015,3,29.0
臺中市石岡區,2015,3,33.0
臺中市神岡區,2015,3,33.0
臺中市西區,2015,3,29.0
臺中市西屯區,2015,3,32.25
臺中市豐原區,2015,3,33.0
臺中市霧峰區,2015,3,27.5
臺中市龍井區,2015,3,34.25
臺北市中山區,2015,3,26.0
臺北市中正區,2015,3,29.0
臺北市信義區,2015,3,30.0
臺北市內湖區,2015,3,31.0
臺北市北投區,2015,3,39.17
臺北市南港區,2015,3,30.0
臺北市士林區,2015,3,37.67
臺北市文山區,2015,3,32.75
臺北市松山區,2015,3,30.0
臺北市萬華區,2015,3,27.0
臺南市七股區,2015,3,31.14
臺南市下營區,2015,3,29.0
臺南市中西區,2015,3,32.0
臺南市仁德區,2015,3,30.67
臺南市佳里區,2015,3,30.5
臺南市六甲區,2015,3,29.0
臺南市北區,2015,3,31.0
臺南市北門區,2015,3,31.0
臺南市南化區,2015,3,30.07
臺南市南區,2015,3,31.0
臺南市善化區,2015,3,28.0
臺南市大內區,2015,3,28.83
臺南市學甲區,2015,3,30.0
臺南市安南區,2015,3,32.1
臺南市安定區,2015,3,31.0
臺南市官田區,2015,3,28.88
臺南市將軍區,2015,3,30.6
臺南市山上區,2015,3,28.5
臺南市左鎮區,2015,3,29.86
臺南市後壁區,2015,3,29.29
臺南市新化區,2015,3,29.75
臺南市新市區,2015,3,29.0
臺南市新營區,2015,3,29.0
臺南市東區,2015,3,31.0
臺南市東山區,2015,3,29.0
臺南市柳營區,2015,3,29.0
臺南市楠西區,2015,3,29.45
臺南市歸仁區,2015,3,30.4
臺南市永康區,2015,3,31.75
臺南市玉井區,2015,3,29.57
臺南市白河區,2015,3,27.62
臺南市西港區,2015,3,30.5
臺南市關廟區,2015,3,29.6
臺南市鹽水區,2015,3,29.6
臺南市麻豆區,2015,3,29.0
臺南市龍崎區,2015,3,30.17
臺東縣卑南鄉,2015,3,35.5
臺東縣大武鄉,2015,3,31.4
臺東縣太麻里鄉,2015,3,33.0
臺東縣延平鄉,2015,3,33.86
臺東縣成功鎮,2015,3,33.0
臺東縣東河鄉,2015,3,33.47
臺東縣池上鄉,2015,3,33.0
臺東縣海端鄉,2015,3,33.0
臺東縣綠島鄉,2015,3,36.0
臺東縣臺東市,2015,3,36.91
臺東縣蘭嶼鄉,2015,3,43.2
臺東縣達仁鄉,2015,3,31.75
臺東縣金峰鄉,2015,3,31.18
臺東縣長濱鄉,2015,3,32.75
臺東縣關山鎮,2015,3,33.0
臺東縣鹿野鄉,2015,3,33.17
花蓮縣光復鄉,2015,3,30.75
花蓮縣卓溪鄉,2015,3,32.08
花蓮縣吉安鄉,2015,3,31.0
花蓮縣壽豐鄉,2015,3,31.0
花蓮縣富里鄉,2015,3,33.0
花蓮縣新城鄉,2015,3,31.0
花蓮縣玉里鎮,2015,3,32.41
花蓮縣瑞穗鄉,2015,3,31.15
花蓮縣秀林鄉,2015,3,31.38
花蓮縣花蓮市,2015,3,31.0
花蓮縣萬榮鄉,2015,3,30.8
花蓮縣豐濱鄉,2015,3,31.24
花蓮縣鳳林鎮,2015,3,31.0
苗栗縣三灣鄉,2015,3,33.0
苗栗縣三義鄉,2015,3,37.0
苗栗縣公館鄉,2015,3,30.29
苗栗縣卓蘭鎮,2015,3,35.0
苗栗縣南庄鄉,2015,3,32.75
苗栗縣大湖鄉,2015,3,35.33
苗栗縣後龍鎮,2015,3,30.0
苗栗縣泰安鄉,2015,3,32.0
苗栗縣獅潭鄉,2015,3,31.57
苗栗縣竹南鎮,2015,3,33.0
苗栗縣苑裡鎮,2015,3,35.8
苗栗縣苗栗市,2015,3,29.0
苗栗縣西湖鄉,2015,3,29.75
苗栗縣通霄鎮,2015,3,33.73
苗栗縣造橋鄉,2015,3,31.0
苗栗縣銅鑼鄉,2015,3,34.62
苗栗縣頭份市,2015,3,32.86
苗栗縣頭屋鄉,2015,3,30.0
雲林縣二崙鄉,2015,3,30.4
雲林縣元長鄉,2015,3,33.2
雲林縣北港鎮,2015,3,33.0
雲林縣口湖鄉,2015,3,36.44
雲林縣古坑鄉,2015,3,28.54
雲林縣四湖鄉,2015,3,40.56
雲林縣土庫鎮,2015,3,30.8
雲林縣大埤鄉,2015,3,31.0
雲林縣崙背鄉,2015,3,30.0
雲林縣斗六市,2015,3,28.0
雲林縣斗南鎮,2015,3,29.6
雲林縣東勢鄉,2015,3,39.2
雲林縣林內鄉,2015,3,28.0
雲林縣水林鄉,2015,3,35.0
雲林縣臺西鄉,2015,3,41.67
雲林縣莿桐鄉,2015,3,28.4
雲林縣虎尾鎮,2015,3,29.71
雲林縣褒忠鄉,2015,3,32.67
雲林縣西螺鎮,2015,3,30.25
雲林縣麥寮鄉,2015,3,37.25
高雄市三民區,2015,3,25.0
高雄市仁武區,2015,3,24.67
高雄市內門區,2015,3,31.75
高雄市六龜區,2015,3,31.69
高雄市前金區,2015,3,28.0
高雄市前鎮區,2015,3,23.33
高雄市大寮區,2015,3,24.43
高雄市大樹區,2015,3,27.29
高雄市大社區,2015,3,26.5
高雄市小港區,2015,3,24.2
高雄市岡山區,2015,3,28.0
高雄市左營區,2015,3,28.0
高雄市彌陀區,2015,3,27.0
高雄市旗山區,2015,3,32.45
高雄市旗津區,2015,3,24.0
高雄市杉林區,2015,3,32.0
高雄市林園區,2015,3,30.0
高雄市桃源區,2015,3,30.0
高雄市梓官區,2015,3,28.0
高雄市楠梓區,2015,3,27.25
高雄市橋頭區,2015,3,28.0
高雄市永安區,2015,3,28.0
高雄市湖內區,2015,3,30.0
高雄市燕巢區,2015,3,27.43
高雄市田寮區,2015,3,28.75
高雄市甲仙區,2015,3,30.29
高雄市美濃區,2015,3,33.9
高雄市苓雅區,2015,3,23.0
高雄市茂林區,2015,3,31.0
高雄市茄萣區,2015,3,29.0
高雄市路竹區,2015,3,28.4
高雄市阿蓮區,2015,3,28.0
高雄市鳥松區,2015,3,24.33
高雄市鳳山區,2015,3,21.5
高雄市鼓山區,2015,3,28.0
南投縣中寮鄉,2015,4,26.0
南投縣仁愛鄉,2015,4,27.5
南投縣信義鄉,2015,4,29.0
南投縣南投市,2015,4,24.43
南投縣名間鄉,2015,4,26.25
南投縣國姓鄉,2015,4,28.33
南投縣埔里鎮,2015,4,27.21
南投縣水里鄉,2015,4,28.17
南投縣竹山鎮,2015,4,29.0
南投縣草屯鎮,2015,4,26.38
南投縣集集鎮,2015,4,27.67
南投縣魚池鄉,2015,4,28.0
南投縣鹿谷鄉,2015,4,28.8
嘉義市東區,2015,4,28.0
嘉義市西區,2015,4,28.25
嘉義縣中埔鄉,2015,4,29.5
嘉義縣六腳鄉,2015,4,33.67
嘉義縣大埔鄉,2015,4,31.53
嘉義縣大林鎮,2015,4,30.33
嘉義縣太保市,2015,4,31.57
嘉義縣布袋鎮,2015,4,33.67
嘉義縣新港鄉,2015,4,31.0
嘉義縣朴子市,2015,4,35.0
嘉義縣東石鄉,2015,4,35.0
嘉義縣梅山鄉,2015,4,30.0
嘉義縣民雄鄉,2015,4,30.0
嘉義縣水上鄉,2015,4,29.0
嘉義縣溪口鄉,2015,4,31.25
嘉義縣番路鄉,2015,4,30.0
嘉義縣竹崎鄉,2015,4,29.62
嘉義縣義竹鄉,2015,4,32.56
嘉義縣鹿草鄉,2015,4,32.83
基隆市七堵區,2015,4,30.17
基隆市仁愛區,2015,4,33.0
基隆市信義區,2015,4,33.0
基隆市安樂區,2015,4,38.0
基隆市暖暖區,2015,4,32.0
宜蘭縣三星鄉,2015,4,36.56
宜蘭縣五結鄉,2015,4,37.0
宜蘭縣冬山鄉,2015,4,36.12
宜蘭縣南澳鄉,2015,4,34.43
宜蘭縣員山鄉,2015,4,37.1
宜蘭縣壯圍鄉,2015,4,39.0
宜蘭縣大同鄉,2015,4,33.38
宜蘭縣宜蘭市,2015,4,40.0
宜蘭縣礁溪鄉,2015,4,38.12
宜蘭縣蘇澳鎮,2015,4,35.4
宜蘭縣頭城鎮,2015,4,32.29
屏東縣三地門鄉,2015,4,36.54
屏東縣九如鄉,2015,4,36.5
屏東縣佳冬鄉,2015,4,37.67
屏東縣來義鄉,2015,4,38.12
屏東縣內埔鄉,2015,4,36.88
屏東縣南州鄉,2015,4,38.0
屏東縣屏東市,2015,4,37.29
屏東縣崁頂鄉,2015,4,37.67
屏東縣恆春鎮,2015,4,51.17
屏東縣新園鄉,2015,4,34.67
屏東縣新埤鄉,2015,4,40.0
屏東縣春日鄉,2015,4,37.27
屏東縣東港鎮,2015,4,37.0
屏東縣枋寮鄉,2015,4,37.6
屏東縣枋山鄉,2015,4,38.25
屏東縣林邊鄉,2015,4,37.0
屏東縣泰武鄉,2015,4,38.2
屏東縣滿州鄉,2015,4,50.4
屏東縣潮州鎮,2015,4,40.33
屏東縣牡丹鄉,2015,4,45.69
屏東縣獅子鄉,2015,4,40.13
屏東縣琉球鄉,2015,4,34.0
屏東縣瑪家鄉,2015,4,36.2
屏東縣竹田鄉,2015,4,37.33
屏東縣萬丹鄉,2015,4,33.33
屏東縣萬巒鄉,2015,4,39.0
屏東縣車城鄉,2015,4,49.5
屏東縣里港鄉,2015,4,37.5
屏東縣長治鄉,2015,4,37.0
屏東縣霧臺鄉,2015,4,36.0
屏東縣高樹鄉,2015,4,37.71
屏東縣鹽埔鄉,2015,4,36.83
屏東縣麟洛鄉,2015,4,37.0
彰化縣二林鎮,2015,4,34.75
彰化縣二水鄉,2015,4,28.75
彰化縣伸港鄉,2015,4,34.75
彰化縣北斗鎮,2015,4,31.0
彰化縣和美鎮,2015,4,32.25
彰化縣員林市,2015,4,28.5
彰化縣埔心鄉,2015,4,31.0
彰化縣埔鹽鄉,2015,4,33.5
彰化縣埤頭鄉,2015,4,34.2
彰化縣大城鄉,2015,4,34.89
彰化縣大村鄉,2015,4,30.25
彰化縣彰化市,2015,4,30.25
彰化縣永靖鄉,2015,4,31.5
彰化縣溪州鄉,2015,4,30.14
彰化縣溪湖鎮,2015,4,33.5
彰化縣田中鎮,2015,4,28.0
彰化縣田尾鄉,2015,4,31.0
彰化縣社頭鄉,2015,4,28.0
彰化縣福興鄉,2015,4,33.25
彰化縣秀水鄉,2015,4,31.0
彰化縣竹塘鄉,2015,4,33.0
彰化縣線西鄉,2015,4,35.0
彰化縣芬園鄉,2015,4,27.8
彰化縣花壇鄉,2015,4,30.75
彰化縣芳苑鄉,2015,4,34.46
彰化縣鹿港鎮,2015,4,34.17
新北市三峽區,2015,4,27.64
新北市三芝區,2015,4,45.0
新北市三重區,2015,4,22.0
新北市中和區,2015,4,26.0
新北市五股區,2015,4,24.33
新北市八里區,2015,4,33.5
新北市土城區,2015,4,27.67
新北市坪林區,2015,4,29.7
新北市平溪區,2015,4,29.62
新北市新店區,2015,4,28.7
新北市新莊區,2015,4,24.33
新北市板橋區,2015,4,24.5
新北市林口區,2015,4,34.17
新北市樹林區,2015,4,27.0
新北市永和區,2015,4,25.0
新北市汐止區,2015,4,24.43
新北市淡水區,2015,4,38.67
新北市深坑區,2015,4,25.5
新北市烏來區,2015,4,29.11
新北市瑞芳區,2015,4,32.33
新北市石碇區,2015,4,26.77
新北市石門區,2015,4,38.6
新北市萬里區,2015,4,39.67
新北市蘆洲區,2015,4,25.0
新北市貢寮區,2015,4,31.2
新北市金山區,2015,4,39.5
新北市雙溪區,2015,4,31.0
新北市鶯歌區,2015,4,28.0
新竹市北區,2015,4,33.0
新竹市東區,2015,4,33.0
新竹市香山區,2015,4,33.0
新竹縣五峰鄉,2015,4,32.0
新竹縣北埔鄉,2015,4,32.75
新竹縣寶山鄉,2015,4,33.0
新竹縣尖石鄉,2015,4,31.6
新竹縣峨眉鄉,2015,4,32.6
新竹縣新埔鎮,2015,4,33.83
新竹縣新豐鄉,2015,4,35.6
新竹縣橫山鄉,2015,4,32.67
新竹縣湖口鄉,2015,4,36.0
新竹縣竹北市,2015,4,33.4
新竹縣竹東鎮,2015,4,33.0
新竹縣芎林鄉,2015,4,33.0
新竹縣關西鎮,2015,4,32.54
桃園市中壢區,2015,4,25.67
桃園市八德區,2015,4,27.5
桃園市大園區,2015,4,31.75
桃園市大溪區,2015,4,29.82
桃園市平鎮區,2015,4,26.2
桃園市復興區,2015,4,29.43
桃園市新屋區,2015,4,34.14
桃園市桃園區,2015,4,28.0
桃園市楊梅區,2015,4,31.56
桃園市蘆竹區,2015,4,31.29
桃園市觀音區,2015,4,33.1
桃園市龍潭區,2015,4,33.5
桃園市龜山區,2015,4,30.2
臺中市北屯區,2015,4,31.5
臺中市南屯區,2015,4,28.33
臺中市后里區,2015,4,35.67
臺中市外埔區,2015,4,35.8
臺中市大安區,2015,4,33.67
臺中市大甲區,2015,4,35.0
臺中市大肚區,2015,4,31.0
臺中市大里區,2015,4,26.2
臺中市大雅區,2015,4,31.0
臺中市太平區,2015,4,28.38
臺中市新社區,2015,4,32.8
臺中市東勢區,2015,4,34.14
臺中市東區,2015,4,27.0
臺中市梧棲區,2015,4,34.0
臺中市沙鹿區,2015,4,33.75
臺中市清水區,2015,4,33.44
臺中市潭子區,2015,4,32.0
臺中市烏日區,2015,4,28.33
臺中市石岡區,2015,4,35.0
臺中市神岡區,2015,4,33.33
臺中市西區,2015,4,27.0
臺中市西屯區,2015,4,30.0
臺中市豐原區,2015,4,34.75
臺中市霧峰區,2015,4,27.38
臺中市龍井區,2015,4,33.75
臺北市中山區,2015,4,21.0
臺北市中正區,2015,4,23.0
臺北市信義區,2015,4,24.0
臺北市內湖區,2015,4,25.0
臺北市北投區,2015,4,36.17
臺北市南港區,2015,4,23.5
臺北市士林區,2015,4,33.83
臺北市文山區,2015,4,27.25
臺北市松山區,2015,4,24.0
臺北市萬華區,2015,4,22.0
臺南市七股區,2015,4,33.57
臺南市下營區,2015,4,31.0
臺南市中西區,2015,4,34.0
臺南市仁德區,2015,4,34.0
臺南市佳里區,2015,4,32.75
臺南市六甲區,2015,4,31.2
臺南市北區,2015,4,34.0
臺南市北門區,2015,4,33.0
臺南市南化區,2015,4,33.73
臺南市南區,2015,4,34.0
臺南市善化區,2015,4,30.17
臺南市大內區,2015,4,31.5
臺南市學甲區,2015,4,32.0
臺南市安南區,2015,4,34.3
臺南市安定區,2015,4,33.0
臺南市官田區,2015,4,31.0
臺南市將軍區,2015,4,32.8
臺南市山上區,2015,4,31.0
臺南市左鎮區,2015,4,33.57
臺南市後壁區,2015,4,31.0
臺南市新化區,2015,4,32.0
臺南市新市區,2015,4,31.0
臺南市新營區,2015,4,30.33
臺南市東區,2015,4,34.0
臺南市東山區,2015,4,31.1
臺南市柳營區,2015,4,30.86
臺南市楠西區,2015,4,32.55
臺南市歸仁區,2015,4,34.0
臺南市永康區,2015,4,34.25
臺南市玉井區,2015,4,32.71
臺南市白河區,2015,4,30.0
臺南市西港區,2015,4,32.5
臺南市關廟區,2015,4,33.8
臺南市鹽水區,2015,4,31.0
臺南市麻豆區,2015,4,31.0
臺南市龍崎區,2015,4,34.33
臺東縣卑南鄉,2015,4,36.86
臺東縣大武鄉,2015,4,37.4
臺東縣太麻里鄉,2015,4,36.62
臺東縣延平鄉,2015,4,35.86
臺東縣成功鎮,2015,4,35.0
臺東縣東河鄉,2015,4,35.35
臺東縣池上鄉,2015,4,35.0
臺東縣海端鄉,2015,4,35.0
臺東縣綠島鄉,2015,4,37.0
臺東縣臺東市,2015,4,37.0
臺東縣蘭嶼鄉,2015,4,45.0
臺東縣達仁鄉,2015,4,37.85
臺東縣金峰鄉,2015,4,36.18
臺東縣長濱鄉,2015,4,34.5
臺東縣關山鎮,2015,4,35.0
臺東縣鹿野鄉,2015,4,35.17
花蓮縣光復鄉,2015,4,32.92
花蓮縣卓溪鄉,2015,4,33.69
花蓮縣吉安鄉,2015,4,36.0
花蓮縣壽豐鄉,2015,4,35.78
花蓮縣富里鄉,2015,4,35.0
花蓮縣新城鄉,2015,4,36.0
花蓮縣玉里鎮,2015,4,33.68
花蓮縣瑞穗鄉,2015,4,32.92
花蓮縣秀林鄉,2015,4,35.08
花蓮縣花蓮市,2015,4,36.0
花蓮縣萬榮鄉,2015,4,32.7
花蓮縣豐濱鄉,2015,4,34.12
花蓮縣鳳林鎮,2015,4,34.5
苗栗縣三灣鄉,2015,4,32.0
苗栗縣三義鄉,2015,4,40.0
苗栗縣公館鄉,2015,4,28.71
苗栗縣卓蘭鎮,2015,4,36.6
苗栗縣南庄鄉,2015,4,31.62
苗栗縣大湖鄉,2015,4,37.33
苗栗縣後龍鎮,2015,4,28.22
苗栗縣泰安鄉,2015,4,32.0
苗栗縣獅潭鄉,2015,4,30.0
苗栗縣竹南鎮,2015,4,32.75
苗栗縣苑裡鎮,2015,4,38.0
苗栗縣苗栗市,2015,4,26.0
苗栗縣西湖鄉,2015,4,27.75
苗栗縣通霄鎮,2015,4,33.91
苗栗縣造橋鄉,2015,4,29.4
苗栗縣銅鑼鄉,2015,4,35.75
苗栗縣頭份市,2015,4,32.71
苗栗縣頭屋鄉,2015,4,27.25
雲林縣二崙鄉,2015,4,30.4
雲林縣元長鄉,2015,4,33.6
雲林縣北港鎮,2015,4,32.33
雲林縣口湖鄉,2015,4,37.11
雲林縣古坑鄉,2015,4,29.54
雲林縣四湖鄉,2015,4,41.56
雲林縣土庫鎮,2015,4,30.8
雲林縣大埤鄉,2015,4,31.33
雲林縣崙背鄉,2015,4,30.0
雲林縣斗六市,2015,4,29.0
雲林縣斗南鎮,2015,4,30.0
雲林縣東勢鄉,2015,4,40.4
雲林縣林內鄉,2015,4,29.0
雲林縣水林鄉,2015,4,35.0
雲林縣臺西鄉,2015,4,42.83
雲林縣莿桐鄉,2015,4,29.2
雲林縣虎尾鎮,2015,4,30.0
雲林縣褒忠鄉,2015,4,33.0
雲林縣西螺鎮,2015,4,30.75
雲林縣麥寮鄉,2015,4,38.83
高雄市三民區,2015,4,32.0
高雄市仁武區,2015,4,31.67
高雄市內門區,2015,4,37.12
高雄市六龜區,2015,4,36.69
高雄市前金區,2015,4,34.0
高雄市前鎮區,2015,4,29.33
高雄市大寮區,2015,4,31.14
高雄市大樹區,2015,4,34.71
高雄市大社區,2015,4,33.0
高雄市小港區,2015,4,31.2
高雄市岡山區,2015,4,35.2
高雄市左營區,2015,4,34.5
高雄市彌陀區,2015,4,34.0
高雄市旗山區,2015,4,38.27
高雄市旗津區,2015,4,30.0
高雄市杉林區,2015,4,37.3
高雄市林園區,2015,4,37.0
高雄市桃源區,2015,4,34.5
高雄市梓官區,2015,4,35.0
高雄市楠梓區,2015,4,34.0
高雄市橋頭區,2015,4,36.0
高雄市永安區,2015,4,34.0
高雄市湖內區,2015,4,34.0
高雄市燕巢區,2015,4,34.14
高雄市田寮區,2015,4,34.88
高雄市甲仙區,2015,4,34.57
高雄市美濃區,2015,4,39.6
高雄市苓雅區,2015,4,30.0
高雄市茂林區,2015,4,37.0
高雄市茄萣區,2015,4,34.0
高雄市路竹區,2015,4,34.0
高雄市阿蓮區,2015,4,34.0
高雄市鳥松區,2015,4,31.33
高雄市鳳山區,2015,4,30.5
高雄市鼓山區,2015,4,34.0
南投縣中寮鄉,2015,5,23.17
南投縣仁愛鄉,2015,5,29.67
南投縣信義鄉,2015,5,25.5
南投縣南投市,2015,5,22.0
南投縣名間鄉,2015,5,22.62
南投縣國姓鄉,2015,5,27.0
南投縣埔里鎮,2015,5,29.79
南投縣水里鄉,2015,5,25.33
南投縣竹山鎮,2015,5,24.0
南投縣草屯鎮,2015,5,23.12
南投縣集集鎮,2015,5,23.67
南投縣魚池鄉,2015,5,27.71
南投縣鹿谷鄉,2015,5,24.0
嘉義市東區,2015,5,22.0
嘉義市西區,2015,5,21.75
嘉義縣中埔鄉,2015,5,23.3
嘉義縣六腳鄉,2015,5,28.83
嘉義縣大埔鄉,2015,5,25.67
嘉義縣大林鎮,2015,5,25.0
嘉義縣太保市,2015,5,26.0
嘉義縣布袋鎮,2015,5,28.33
嘉義縣新港鄉,2015,5,26.83
嘉義縣朴子市,2015,5,29.75
嘉義縣東石鄉,2015,5,29.14
嘉義縣梅山鄉,2015,5,24.0
嘉義縣民雄鄉,2015,5,24.57
嘉義縣水上鄉,2015,5,22.8
嘉義縣溪口鄉,2015,5,26.25
嘉義縣番路鄉,2015,5,24.12
嘉義縣竹崎鄉,2015,5,23.62
嘉義縣義竹鄉,2015,5,27.33
嘉義縣鹿草鄉,2015,5,27.5
基隆市七堵區,2015,5,28.33
基隆市仁愛區,2015,5,30.0
基隆市信義區,2015,5,30.0
基隆市安樂區,2015,5,34.5
基隆市暖暖區,2015,5,29.5
宜蘭縣三星鄉,2015,5,28.78
宜蘭縣五結鄉,2015,5,28.5
宜蘭縣冬山鄉,2015,5,28.0
宜蘭縣南澳鄉,2015,5,27.61
宜蘭縣員山鄉,2015,5,29.1
宜蘭縣壯圍鄉,2015,5,30.0
宜蘭縣大同鄉,2015,5,27.38
宜蘭縣宜蘭市,2015,5,30.0
宜蘭縣礁溪鄉,2015,5,29.5
宜蘭縣蘇澳鎮,2015,5,28.0
宜蘭縣頭城鎮,2015,5,28.0
屏東縣三地門鄉,2015,5,29.15
屏東縣九如鄉,2015,5,29.25
屏東縣佳冬鄉,2015,5,31.33
屏東縣來義鄉,2015,5,32.25
屏東縣內埔鄉,2015,5,30.0
屏東縣南州鄉,2015,5,32.0
屏東縣屏東市,2015,5,30.0
屏東縣崁頂鄉,2015,5,31.0
屏東縣恆春鎮,2015,5,42.83
屏東縣新園鄉,2015,5,26.67
屏東縣新埤鄉,2015,5,34.57
屏東縣春日鄉,2015,5,30.55
屏東縣東港鎮,2015,5,27.67
屏東縣枋寮鄉,2015,5,31.2
屏東縣枋山鄉,2015,5,30.75
屏東縣林邊鄉,2015,5,29.5
屏東縣泰武鄉,2015,5,32.4
屏東縣滿州鄉,2015,5,42.07
屏東縣潮州鎮,2015,5,35.0
屏東縣牡丹鄉,2015,5,37.81
屏東縣獅子鄉,2015,5,32.57
屏東縣琉球鄉,2015,5,26.0
屏東縣瑪家鄉,2015,5,29.4
屏東縣竹田鄉,2015,5,31.33
屏東縣萬丹鄉,2015,5,27.17
屏東縣萬巒鄉,2015,5,33.33
屏東縣車城鄉,2015,5,41.0
屏東縣里港鄉,2015,5,29.67
屏東縣長治鄉,2015,5,30.0
屏東縣霧臺鄉,2015,5,29.0
